1,Combo_001.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
2,Combo_002.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
3,Combo_003.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
4,Combo_004.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
5,Combo_005.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
6,Combo_006.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
7,Combo_007.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
8,Combo_008.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
9,Combo_009.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
10,Combo_010.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
11,Combo_011.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
12,Combo_012.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
13,Combo_013.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
14,Combo_014.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
15,Combo_015.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
16,Combo_016.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
17,Combo_017.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
18,Combo_018.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
19,Diagonal_001.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
20,Diagonal_002.csv,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
