83338,83670,83494,83573,83949,83515,83327,83722,83832,84191,83990,84265,83801,83452,84608,83285
83476,83638,84325,84002,84410,84440,84075,84179,84622,84033,84298,84059,84026,84431,84775,83138
83507,83942,83853,83760,84003,83579,84157,84096,84082,83831,84347,84090,83754,83802,84114,83968
83525,83990,83782,83924,84706,83913,83970,84588,83530,83634,84298,84152,84364,83564,84191,83417
83744,84007,84212,84085,84280,84327,84036,84614,83588,84545,83950,84517,84164,84443,84087,83565
83436,83819,83685,84029,83863,84524,84426,84166,84150,84282,83792,84199,83880,84474,83925,83813
83783,83961,83616,84231,84026,84074,84335,83564,83947,84087,84196,84066,83917,84276,83888,83216
83294,83786,84332,84190,83647,84266,84321,83784,84162,84700,84409,84327,83908,84544,83803,83649
84035,84033,84079,84671,84241,83768,84057,84279,83896,84272,84600,83978,83854,84491,84257,83796
83962,84164,84443,84071,84215,83811,83977,84186,83963,84130,83971,84243,83942,83473,83931,83630
83508,83721,83758,83902,83780,84378,84016,83672,84396,83750,84236,84229,83736,83979,83365,83304
83575,84572,84249,84313,84325,83912,84057,84139,84305,84229,84134,84181,83642,84684,83945,84038
83290,83733,84549,84296,83165,84044,83882,83608,83839,84906,84170,84642,84062,84399,83548,83893
83755,84446,84171,84215,83772,84275,83937,84354,84437,84283,83869,84023,83701,84116,84648,83858
83889,84147,84345,84109,84815,84094,83860,83674,84353,83545,83652,84397,84111,83665,83878,83408
83850,84177,84209,83726,83608,83763,83517,84007,83559,83563,83713,83806,83619,84323,83991,82988
