Uniform_eny_001.csv,1e-05,0.01,0.0
Uniform_eny_001.csv,1e-05,0.02,0.0
Uniform_eny_001.csv,1e-05,0.03,0.0
Uniform_eny_001.csv,1e-05,0.04,0.0
Uniform_eny_001.csv,1e-05,0.05,0.13619289189
Uniform_eny_001.csv,1e-05,0.06,0.352917723083
Uniform_eny_001.csv,1e-05,0.07,0.392677173742
Uniform_eny_001.csv,1e-05,0.08,0.413133339519
Uniform_eny_001.csv,1e-05,0.09,0.498709264366
Uniform_eny_001.csv,1e-05,0.1,0.544861319079
Uniform_eny_001.csv,1.5e-05,0.01,0.0
Uniform_eny_001.csv,1.5e-05,0.02,0.0
Uniform_eny_001.csv,1.5e-05,0.03,0.0
Uniform_eny_001.csv,1.5e-05,0.04,0.100327479961
Uniform_eny_001.csv,1.5e-05,0.05,0.318719913578
Uniform_eny_001.csv,1.5e-05,0.06,0.38091077457
Uniform_eny_001.csv,1.5e-05,0.07,0.456398447701
Uniform_eny_001.csv,1.5e-05,0.08,0.519080927915
Uniform_eny_001.csv,1.5e-05,0.09,0.599903803501
Uniform_eny_001.csv,1.5e-05,0.1,0.621295647488
Uniform_eny_001.csv,2e-05,0.01,0.0
Uniform_eny_001.csv,2e-05,0.02,0.0
Uniform_eny_001.csv,2e-05,0.03,0.0
Uniform_eny_001.csv,2e-05,0.04,0.30251074576
Uniform_eny_001.csv,2e-05,0.05,0.386615396698
Uniform_eny_001.csv,2e-05,0.06,0.464021895015
Uniform_eny_001.csv,2e-05,0.07,0.523699549394
Uniform_eny_001.csv,2e-05,0.08,0.557362129201
Uniform_eny_001.csv,2e-05,0.09,0.616258791877
Uniform_eny_001.csv,2e-05,0.1,0.657402064447
Uniform_eny_001.csv,3e-05,0.01,0.0
Uniform_eny_001.csv,3e-05,0.02,0.0
Uniform_eny_001.csv,3e-05,0.03,0.183090726914
Uniform_eny_001.csv,3e-05,0.04,0.367574511079
Uniform_eny_001.csv,3e-05,0.05,0.441755091135
Uniform_eny_001.csv,3e-05,0.06,0.510209453364
Uniform_eny_001.csv,3e-05,0.07,0.587523240201
Uniform_eny_001.csv,3e-05,0.08,0.654226257626
Uniform_eny_001.csv,3e-05,0.09,0.717500080772
Uniform_eny_001.csv,3e-05,0.1,0.725299796706
Uniform_eny_001.csv,4e-05,0.01,0.0
Uniform_eny_001.csv,4e-05,0.02,0.0
Uniform_eny_001.csv,4e-05,0.03,0.363797204971
Uniform_eny_001.csv,4e-05,0.04,0.451683019781
Uniform_eny_001.csv,4e-05,0.05,0.511085981904
Uniform_eny_001.csv,4e-05,0.06,0.591219978666
Uniform_eny_001.csv,4e-05,0.07,0.646992376846
Uniform_eny_001.csv,4e-05,0.08,0.70497131493
Uniform_eny_001.csv,4e-05,0.09,0.737574533486
Uniform_eny_001.csv,4e-05,0.1,0.765486621363
Uniform_eny_001.csv,5e-05,0.01,0.0
Uniform_eny_001.csv,5e-05,0.02,0.00492500006928
Uniform_eny_001.csv,5e-05,0.03,0.333362093629
Uniform_eny_001.csv,5e-05,0.04,0.480386497113
Uniform_eny_001.csv,5e-05,0.05,0.575855463982
Uniform_eny_001.csv,5e-05,0.06,0.636388209272
Uniform_eny_001.csv,5e-05,0.07,0.685929625064
Uniform_eny_001.csv,5e-05,0.08,0.723118492552
Uniform_eny_001.csv,5e-05,0.09,0.745059745683
Uniform_eny_001.csv,5e-05,0.1,0.77613497186
Uniform_eny_001.csv,6e-05,0.01,0.0
Uniform_eny_001.csv,6e-05,0.02,0.116828736875
Uniform_eny_001.csv,6e-05,0.03,0.38302451484
Uniform_eny_001.csv,6e-05,0.04,0.475048902678
Uniform_eny_001.csv,6e-05,0.05,0.584793851292
Uniform_eny_001.csv,6e-05,0.06,0.642558682528
Uniform_eny_001.csv,6e-05,0.07,0.67814542042
Uniform_eny_001.csv,6e-05,0.08,0.720420740481
Uniform_eny_001.csv,6e-05,0.09,0.742465487855
Uniform_eny_001.csv,6e-05,0.1,0.773560429859
Uniform_eny_001.csv,7e-05,0.01,0.0
Uniform_eny_001.csv,7e-05,0.02,0.229329739262
Uniform_eny_001.csv,7e-05,0.03,0.435085471315
Uniform_eny_001.csv,7e-05,0.04,0.558085291517
